dataset,seed,rmse,seconds
pmlb/1203_BNG_pwLinear,2,0.629088,8.2
pmlb/1595_poker,2,0.892255,173.6
pmlb/215_2dplanes,2,0.236274,9.4
pmlb/344_mv,2,0.044235,257.4
pmlb/564_fried,2,0.220077,462.7
pmlb/505_tecator,0,0.116876,306.6
pmlb/505_tecator,1,0.097421,305.8
pmlb/505_tecator,2,0.077383,288.0
pmlb/1193_BNG_lowbwt,0,0.651876,26.9
pmlb/1199_BNG_echoMonths,0,0.738983,343.8
pmlb/1201_BNG_breastTumor,0,0.934914,19.6
pmlb/1193_BNG_lowbwt,1,0.634312,28.1
pmlb/1199_BNG_echoMonths,1,0.746850,358.4
pmlb/1201_BNG_breastTumor,1,0.992687,22.4
pmlb/1193_BNG_lowbwt,2,0.631337,28.8
pmlb/1199_BNG_echoMonths,2,0.756231,355.7
pmlb/1201_BNG_breastTumor,2,0.938224,18.1
california,0,0.639901,430.9
abalone,0,0.687159,242.9
kin8nm,0,0.699795,433.1
pmlb/1028_SWD,0,0.802248,6.8
pmlb/218_house_8L,0,0.699644,308.5
pmlb/225_puma8NH,0,0.592676,437.3
pmlb/537_houses,0,0.491491,437.1
pmlb/titanic,0,0.838825,27.3
california,1,0.651738,441.6
abalone,1,0.674133,322.3
kin8nm,1,0.662098,440.7
pmlb/1028_SWD,1,0.775707,7.4
pmlb/218_house_8L,1,0.627181,325.2
pmlb/225_puma8NH,1,0.560147,437.4
pmlb/537_houses,1,0.493054,439.8
pmlb/titanic,1,0.826987,28.9
california,2,0.631383,434.9
abalone,2,0.689780,316.0
kin8nm,2,0.681304,443.4
pmlb/1028_SWD,2,0.859434,7.0
pmlb/218_house_8L,2,0.642629,258.0
pmlb/225_puma8NH,2,0.583052,443.8
pmlb/537_houses,2,0.498538,398.1
pmlb/titanic,2,0.819430,33.1
pmlb/666_rmftsa_ladata,0,0.725807,74.5
pmlb/666_rmftsa_ladata,1,0.925960,72.7
pmlb/666_rmftsa_ladata,2,0.561832,75.7
pmlb/529_pollen,0,0.479627,57.1
pmlb/529_pollen,1,0.471762,55.5
pmlb/529_pollen,2,0.456182,56.0
pmlb/1029_LEV,0,0.712984,4.4
pmlb/1030_ERA,0,0.805580,16.5
pmlb/1029_LEV,1,0.668569,4.3
pmlb/1030_ERA,1,0.809951,18.4
pmlb/1029_LEV,2,0.764873,4.1
pmlb/1030_ERA,2,0.770694,16.1
pmlb/560_bodyfat,0,0.088808,41.2
pmlb/560_bodyfat,1,0.108237,42.7
pmlb/560_bodyfat,2,0.120923,39.4
pmlb/522_pm10,0,0.816800,48.9
pmlb/547_no2,0,0.617500,48.3
pmlb/522_pm10,1,0.826465,47.8
pmlb/547_no2,1,0.521817,47.3
pmlb/522_pm10,2,0.762427,47.4
pmlb/547_no2,2,0.579519,47.6
pmlb/695_chatfield_4,0,0.401998,43.3
pmlb/695_chatfield_4,1,0.382495,39.7
pmlb/695_chatfield_4,2,0.411297,41.0
pmlb/banana,0,0.563565,5.2
pmlb/banana,1,0.570397,5.4
pmlb/banana,2,0.592701,4.0
pmlb/229_pwLinear,0,0.343369,1.9
pmlb/229_pwLinear,1,0.467722,1.8
pmlb/229_pwLinear,2,0.440796,1.8
pmlb/1027_ESL,0,0.366866,3.7
pmlb/1027_ESL,1,0.307447,3.7
pmlb/1027_ESL,2,0.398428,3.2
pmlb/561_cpu,0,0.551410,5.3
pmlb/561_cpu,1,0.060305,5.6
pmlb/561_cpu,2,0.192217,5.5
pmlb/556_analcatdata_apnea2,0,0.420096,3.0
pmlb/557_analcatdata_apnea1,0,0.352022,2.6
pmlb/556_analcatdata_apnea2,1,0.168861,3.2
pmlb/557_analcatdata_apnea1,1,0.248914,3.3
pmlb/556_analcatdata_apnea2,2,0.274156,2.6
pmlb/557_analcatdata_apnea1,2,0.151383,3.2
pmlb/690_visualizing_galaxy,0,0.156243,11.5
pmlb/690_visualizing_galaxy,1,0.148802,13.0
pmlb/690_visualizing_galaxy,2,0.171714,14.3
pmlb/230_machine_cpu,0,0.556728,4.6
pmlb/230_machine_cpu,1,0.261308,7.8
pmlb/230_machine_cpu,2,0.337510,9.7
pmlb/527_analcatdata_election2000,0,1.555383,8.4
pmlb/527_analcatdata_election2000,1,0.059603,9.2
pmlb/527_analcatdata_election2000,2,0.350460,8.5
pmlb/542_pollution,0,1.086176,8.6
pmlb/542_pollution,1,0.799951,7.8
pmlb/542_pollution,2,0.772109,7.0
pmlb/665_sleuth_case2002,0,0.882185,2.2
pmlb/665_sleuth_case2002,1,0.709788,1.9
pmlb/665_sleuth_case2002,2,0.525114,1.9
pmlb/519_vinnie,0,0.553714,1.1
pmlb/519_vinnie,1,0.485482,1.1
pmlb/519_vinnie,2,0.423263,1.1
pmlb/1089_USCrime,0,0.263663,3.8
pmlb/1089_USCrime,1,0.290477,4.2
pmlb/1089_USCrime,2,0.434413,4.2
pmlb/706_sleuth_case1202,0,0.473234,1.6
pmlb/706_sleuth_case1202,1,0.728859,2.3
pmlb/706_sleuth_case1202,2,0.555745,2.0
pmlb/210_cloud,0,0.394621,2.3
pmlb/210_cloud,1,0.354460,2.9
pmlb/210_cloud,2,0.212529,2.6
pmlb/712_chscase_geyser1,0,0.435575,2.4
pmlb/712_chscase_geyser1,1,0.498929,3.0
pmlb/712_chscase_geyser1,2,0.512002,2.8
pmlb/678_visualizing_environmental,0,0.723282,2.7
pmlb/678_visualizing_environmental,1,0.721762,3.9
pmlb/678_visualizing_environmental,2,1.175773,3.7
pmlb/659_sleuth_ex1714,0,0.539340,3.0
pmlb/659_sleuth_ex1714,1,0.455727,3.6
pmlb/659_sleuth_ex1714,2,0.351624,3.8
pmlb/687_sleuth_ex1605,0,0.788349,2.4
pmlb/687_sleuth_ex1605,1,0.571919,2.7
pmlb/687_sleuth_ex1605,2,0.755257,2.2
pmlb/663_rabe_266,0,0.022116,2.4
pmlb/663_rabe_266,1,0.019662,2.0
pmlb/663_rabe_266,2,0.014348,1.9
pmlb/1096_FacultySalaries,0,0.376836,3.2
pmlb/523_analcatdata_neavote,0,0.217854,0.8
pmlb/1096_FacultySalaries,1,0.581416,1.4
pmlb/523_analcatdata_neavote,1,0.218166,0.8
pmlb/1096_FacultySalaries,2,0.412918,1.3
pmlb/523_analcatdata_neavote,2,0.226650,0.8
pmlb/485_analcatdata_vehicle,0,0.779596,0.9
pmlb/485_analcatdata_vehicle,1,0.510955,0.9
pmlb/485_analcatdata_vehicle,2,0.468204,0.9
pmlb/228_elusage,0,0.521747,2.4
pmlb/228_elusage,1,0.355211,2.7
pmlb/228_elusage,2,0.422066,2.5
pmlb/192_vineyard,0,0.403781,1.2
pmlb/192_vineyard,1,0.616298,1.6
pmlb/192_vineyard,2,1.070528,1.3
