dataset,seed,rmse,seconds
pmlb/201_pol,0,0.294634,290.7
pmlb/4544_GeographicalOriginalofMusic,0,0.644185,2130.1
pmlb/294_satellite_image,0,0.401239,1670.3
pol,0,0.298036,518.1
cpu_act,0,0.164227,1335.4
pmlb/197_cpu_act,0,0.164227,1116.9
pmlb/573_cpu_act,0,0.164227,1028.1
pmlb/1191_BNG_pbc,0,0.847103,906.5
house_16H,0,0.786309,4540.1
elevators,0,0.369712,2163.0
pmlb/574_house_16H,0,0.784764,5489.2
pmlb/503_wind,0,0.474662,3974.5
pmlb/227_cpu_small,0,0.194318,1913.8
pmlb/562_cpu_small,0,0.194318,903.2
pmlb/1196_BNG_pharynx,0,0.727442,46.1
pmlb/1203_BNG_pwLinear,0,0.649744,17.1
pmlb/1595_poker,0,0.938317,516.4
pmlb/215_2dplanes,0,0.229007,17.4
pmlb/344_mv,0,0.033102,650.9
pmlb/564_fried,0,0.216383,1162.0
pmlb/505_tecator,0,0.115782,1396.8
pmlb/1193_BNG_lowbwt,0,0.656115,104.6
pmlb/1199_BNG_echoMonths,0,0.739989,989.8
pmlb/1201_BNG_breastTumor,0,0.937969,57.8
california,0,0.649663,1173.2
abalone,0,0.683988,769.2
kin8nm,0,0.719527,1168.8
pmlb/1028_SWD,0,0.801771,15.8
pmlb/218_house_8L,0,0.703770,846.9
pmlb/225_puma8NH,0,0.586431,1055.0
pmlb/537_houses,0,0.503030,928.4
pmlb/titanic,0,0.843547,85.8
pmlb/666_rmftsa_ladata,0,0.738548,226.1
pmlb/529_pollen,0,0.480138,231.6
pmlb/1029_LEV,0,0.713433,14.2
pmlb/1030_ERA,0,0.806280,80.0
pmlb/560_bodyfat,0,0.073756,148.9
pmlb/522_pm10,0,0.824692,107.7
pmlb/547_no2,0,0.615379,100.8
pmlb/695_chatfield_4,0,0.393636,139.1
pmlb/banana,0,0.554877,19.2
pmlb/229_pwLinear,0,0.353149,6.9
pmlb/1027_ESL,0,0.368802,10.4
pmlb/561_cpu,0,0.514192,19.5
pmlb/556_analcatdata_apnea2,0,0.425379,14.7
pmlb/557_analcatdata_apnea1,0,0.346815,12.7
pmlb/690_visualizing_galaxy,0,0.141423,43.6
pmlb/230_machine_cpu,0,0.727257,17.0
pmlb/527_analcatdata_election2000,0,1.056905,28.7
pmlb/542_pollution,0,1.151580,24.4
pmlb/665_sleuth_case2002,0,0.868664,5.3
pmlb/519_vinnie,0,0.554681,3.9
pmlb/1089_USCrime,0,0.283265,13.6
pmlb/706_sleuth_case1202,0,0.500319,5.7
pmlb/210_cloud,0,0.294076,9.1
pmlb/712_chscase_geyser1,0,0.434777,9.8
pmlb/678_visualizing_environmental,0,0.740498,13.8
pmlb/659_sleuth_ex1714,0,0.488718,12.5
pmlb/687_sleuth_ex1605,0,0.770541,9.9
pmlb/663_rabe_266,0,0.058818,7.1
pmlb/1096_FacultySalaries,0,0.381815,11.4
pmlb/523_analcatdata_neavote,0,0.216984,2.4
pmlb/485_analcatdata_vehicle,0,0.768822,3.2
pmlb/228_elusage,0,0.547798,8.1
pmlb/192_vineyard,0,0.445039,5.5
