dataset,seed,rmse,seconds
pmlb/344_mv,0,0.076623,31.7
pmlb/564_fried,0,0.269261,70.5
pmlb/1196_BNG_pharynx,1,0.705302,7.4
pmlb/1203_BNG_pwLinear,1,0.748294,3.6
pmlb/1595_poker,1,1.074658,7.7
pmlb/215_2dplanes,1,0.341797,3.4
pmlb/344_mv,1,0.090019,32.6
pmlb/564_fried,1,0.260690,68.7
pmlb/1196_BNG_pharynx,2,0.785711,9.2
pmlb/1203_BNG_pwLinear,2,0.683390,3.5
pmlb/1595_poker,2,1.013024,9.5
pmlb/215_2dplanes,2,0.340650,3.5
pmlb/344_mv,2,0.074435,34.9
pmlb/564_fried,2,0.258348,84.2
pmlb/505_tecator,0,0.114874,749.7
pmlb/505_tecator,1,0.097189,751.0
pmlb/505_tecator,2,0.076310,741.3
pmlb/1193_BNG_lowbwt,0,0.670761,13.1
pmlb/1199_BNG_echoMonths,0,0.767874,37.3
pmlb/1201_BNG_breastTumor,0,1.039499,6.5
pmlb/1193_BNG_lowbwt,1,0.662611,8.4
pmlb/1199_BNG_echoMonths,1,0.845923,25.1
pmlb/1201_BNG_breastTumor,1,1.009671,8.7
pmlb/1193_BNG_lowbwt,2,0.654755,7.2
pmlb/1199_BNG_echoMonths,2,0.864166,32.0
pmlb/1201_BNG_breastTumor,2,0.959877,6.3
california,0,0.755220,45.0
abalone,0,0.714771,36.7
kin8nm,0,0.852170,48.6
pmlb/1028_SWD,0,0.894284,3.9
pmlb/218_house_8L,0,0.822491,42.6
pmlb/225_puma8NH,0,0.612984,50.5
pmlb/537_houses,0,0.560275,41.2
pmlb/titanic,0,0.842147,7.4
california,1,0.715260,47.0
abalone,1,0.738630,23.0
kin8nm,1,0.902603,49.4
pmlb/1028_SWD,1,0.835669,3.9
pmlb/218_house_8L,1,0.735151,37.1
pmlb/225_puma8NH,1,0.592144,52.4
pmlb/537_houses,1,0.526025,44.3
pmlb/titanic,1,0.859867,11.3
california,2,0.699476,42.9
abalone,2,0.755071,21.9
kin8nm,2,0.807709,49.8
pmlb/1028_SWD,2,0.867365,3.9
pmlb/218_house_8L,2,0.716152,41.6
pmlb/225_puma8NH,2,0.596724,49.6
pmlb/537_houses,2,0.578497,49.7
pmlb/titanic,2,0.840345,11.4
pmlb/666_rmftsa_ladata,0,0.901474,68.5
pmlb/666_rmftsa_ladata,1,1.085124,66.7
pmlb/666_rmftsa_ladata,2,0.632574,66.2
pmlb/529_pollen,0,0.464714,31.6
pmlb/529_pollen,1,0.500266,31.8
pmlb/529_pollen,2,0.521488,27.2
pmlb/1029_LEV,0,0.692646,3.4
pmlb/1030_ERA,0,0.882108,10.4
pmlb/1029_LEV,1,0.760928,3.4
pmlb/1030_ERA,1,0.808740,9.3
pmlb/1029_LEV,2,0.775679,3.5
pmlb/1030_ERA,2,0.794182,10.2
pmlb/560_bodyfat,0,0.094594,74.1
pmlb/560_bodyfat,1,0.106824,76.4
pmlb/560_bodyfat,2,0.112447,76.4
pmlb/522_pm10,0,0.876088,34.3
pmlb/547_no2,0,0.675349,34.5
pmlb/522_pm10,1,0.921448,32.4
pmlb/547_no2,1,0.511235,33.8
pmlb/522_pm10,2,0.774345,31.3
pmlb/547_no2,2,0.643983,34.4
pmlb/695_chatfield_4,0,0.401164,94.1
pmlb/695_chatfield_4,1,0.381482,97.3
pmlb/695_chatfield_4,2,0.411249,97.6
pmlb/banana,0,0.669567,9.4
pmlb/banana,1,0.604013,8.7
pmlb/banana,2,0.616529,8.6
pmlb/229_pwLinear,0,0.345503,3.2
pmlb/229_pwLinear,1,0.465490,3.2
pmlb/229_pwLinear,2,0.440453,3.2
pmlb/1027_ESL,0,0.371282,3.6
pmlb/1027_ESL,1,0.300382,3.3
pmlb/1027_ESL,2,0.388059,3.6
pmlb/561_cpu,0,0.551439,10.5
pmlb/561_cpu,1,0.059690,11.7
pmlb/561_cpu,2,0.191742,10.0
pmlb/556_analcatdata_apnea2,0,0.420635,6.0
pmlb/557_analcatdata_apnea1,0,0.330941,5.9
pmlb/556_analcatdata_apnea2,1,0.256468,5.4
pmlb/557_analcatdata_apnea1,1,0.308666,5.3
pmlb/556_analcatdata_apnea2,2,0.329820,5.6
pmlb/557_analcatdata_apnea1,2,0.185253,5.5
pmlb/690_visualizing_galaxy,0,0.158565,20.3
pmlb/690_visualizing_galaxy,1,0.144501,20.0
pmlb/690_visualizing_galaxy,2,0.177389,18.6
pmlb/230_machine_cpu,0,0.558827,10.0
pmlb/230_machine_cpu,1,0.261946,13.5
pmlb/230_machine_cpu,2,0.336619,16.5
pmlb/527_analcatdata_election2000,0,1.549197,19.2
pmlb/527_analcatdata_election2000,1,0.057861,18.6
pmlb/527_analcatdata_election2000,2,0.350617,18.7
pmlb/542_pollution,0,1.092208,14.0
pmlb/542_pollution,1,0.796564,14.3
pmlb/542_pollution,2,0.799043,13.8
pmlb/665_sleuth_case2002,0,0.882374,3.7
pmlb/665_sleuth_case2002,1,0.710452,3.1
pmlb/665_sleuth_case2002,2,0.526106,3.4
pmlb/519_vinnie,0,0.558186,1.9
pmlb/519_vinnie,1,0.521593,1.8
pmlb/519_vinnie,2,0.414267,1.7
pmlb/1089_USCrime,0,0.263354,8.0
pmlb/1089_USCrime,1,0.293823,7.9
pmlb/1089_USCrime,2,0.425873,8.2
pmlb/706_sleuth_case1202,0,0.473559,3.9
pmlb/706_sleuth_case1202,1,0.724630,4.2
pmlb/706_sleuth_case1202,2,0.554863,3.6
pmlb/210_cloud,0,0.393977,5.2
pmlb/210_cloud,1,0.357688,5.4
pmlb/210_cloud,2,0.212871,4.7
pmlb/712_chscase_geyser1,0,0.435756,4.7
pmlb/712_chscase_geyser1,1,0.499110,4.4
pmlb/712_chscase_geyser1,2,0.512060,4.5
pmlb/678_visualizing_environmental,0,0.723177,5.6
pmlb/678_visualizing_environmental,1,0.691733,6.4
pmlb/678_visualizing_environmental,2,1.175948,6.5
pmlb/659_sleuth_ex1714,0,0.538664,5.9
pmlb/659_sleuth_ex1714,1,0.459440,7.0
pmlb/659_sleuth_ex1714,2,0.351112,7.0
pmlb/687_sleuth_ex1605,0,0.776905,3.8
pmlb/687_sleuth_ex1605,1,0.570562,4.3
pmlb/687_sleuth_ex1605,2,0.732315,4.5
pmlb/663_rabe_266,0,0.032457,3.8
pmlb/663_rabe_266,1,0.020368,3.2
pmlb/663_rabe_266,2,0.016559,3.5
pmlb/1096_FacultySalaries,0,0.376620,5.4
pmlb/523_analcatdata_neavote,0,0.217854,1.3
pmlb/1096_FacultySalaries,1,0.581497,2.8
pmlb/523_analcatdata_neavote,1,0.218165,1.3
pmlb/1096_FacultySalaries,2,0.413347,2.5
pmlb/523_analcatdata_neavote,2,0.226644,1.3
pmlb/485_analcatdata_vehicle,0,0.780081,1.7
pmlb/485_analcatdata_vehicle,1,0.496904,1.8
pmlb/485_analcatdata_vehicle,2,0.470461,1.8
pmlb/228_elusage,0,0.521412,4.3
pmlb/228_elusage,1,0.355145,4.2
pmlb/228_elusage,2,0.421994,4.0
pmlb/192_vineyard,0,0.408237,2.5
pmlb/192_vineyard,1,0.615877,2.4
pmlb/192_vineyard,2,1.070092,2.1
