model,dataset,n,p,lam,objective,errors,leaves,seconds,wall,status,size,iterations,binary_features,lb,ub,known_objective,known_certified,verdict
v45_anytime_20ms,coupon_bar,1913,14,0.1,0.5119184526921067,788,1,3.912497777491808e-05,0.003,optimal,3,1,14,0.5119184526921067,0.5119184526921067,0.511918,True,ok
v45_anytime_20ms,coupon_bar,1913,14,0.05,0.4538944066910612,677,2,8.366699330508709e-05,0.003,optimal,28,15,14,0.4538944066910611,0.4538944066910611,0.453894,True,ok
v45_anytime_20ms,coupon_bar,1913,14,0.02,0.37155253528489285,596,3,0.00036708300467580557,0.003,optimal,193,119,14,0.3715525352848928,0.3715525352848928,0.3715525352848928,True,ok
v45_anytime_20ms,coupon_bar,1913,14,0.01,0.3410977522216414,576,4,0.0022531249560415745,0.005,optimal,977,810,14,0.3410977522216414,0.3410977522216414,0.3410977522216414,True,ok
v45_anytime_20ms,coupon_bar,1913,14,0.005,0.3186199686356508,533,8,0.012184082996100187,0.015,optimal,1400,7608,14,0.3186199686356508,0.3186199686356508,0.3186199686356508,True,ok
v45_anytime_20ms,compas_binned,6907,12,0.1,0.5610829593166353,2494,2,5.0625065341591835e-05,0.007,optimal,3,1,12,0.5610829593166353,0.5610829593166353,0.5610829593166353,True,ok
v45_anytime_20ms,compas_binned,6907,12,0.05,0.46108295931663534,2494,2,5.049991887062788e-05,0.007,optimal,3,1,12,0.46108295931663523,0.46108295931663523,0.4610829593166353,True,ok
v45_anytime_20ms,compas_binned,6907,12,0.02,0.4010829593166353,2494,2,0.00011583406012505293,0.007,optimal,25,12,12,0.4010829593166353,0.4010829593166353,0.4010829593166353,True,ok
v45_anytime_20ms,compas_binned,6907,12,0.01,0.37486752569856663,2382,3,0.00031070795375853777,0.008,optimal,114,63,12,0.3748675256985667,0.3748675256985667,0.3748675256985666,True,ok
v45_anytime_20ms,compas_binned,6907,12,0.005,0.355968582597365,2286,5,0.0007571660680696368,0.008,optimal,289,187,12,0.35596858259736497,0.35596858259736497,0.355968582597365,True,ok
v45_anytime_20ms,fico_binary,10459,17,0.1,0.5040443637058992,3180,2,7.30000901967287e-05,0.015,optimal,5,1,17,0.5040443637058992,0.5040443637058992,0.504044,True,ok
v45_anytime_20ms,fico_binary,10459,17,0.05,0.40404436370589925,3180,2,0.00014450005255639553,0.015,optimal,26,13,17,0.40404436370589925,0.40404436370589925,0.404044,True,ok
v45_anytime_20ms,fico_binary,10459,17,0.02,0.3440443637058992,3180,2,0.0008780419593676925,0.016,optimal,283,168,17,0.3440443637058992,0.3440443637058992,0.344044,True,ok
v45_anytime_20ms,fico_binary,10459,17,0.01,0.32404436370589923,3180,2,0.02012195799034089,0.035,time,1164,8262,17,0.23407400325078878,0.32404436370589923,0.324044,True,ok
v45_anytime_20ms,fico_binary,10459,17,0.005,0.308650922650349,3019,4,0.02048570802435279,0.035,time,5472,4117,17,0.2240740032507888,0.308650922650349,0.308650922650349,True,ok
v45_anytime_20ms,compas_processed,12381,22,0.1,0.411364187060819,3855,1,0.0004440000047907233,0.251,optimal,29,13,621,0.411364187060819,0.411364187060819,0.411364,True,ok
v45_anytime_20ms,compas_processed,12381,22,0.05,0.36136418706081896,3855,1,0.020991291967220604,0.27,time,262,4014,621,0.16857281318148776,0.36136418706081896,0.361364,True,ok
v45_anytime_20ms,compas_processed,12381,22,0.02,0.32786043130603343,3564,2,0.021439958014525473,0.283,time,237,2890,621,0.10857281318148776,0.32786043130603343,0.32786,False,ok
v45_anytime_20ms,compas_processed,12381,22,0.01,0.30786043130603347,3564,2,0.02198020799551159,0.272,time,77,2636,621,0.08857281318148777,0.30786043130603347,0.30786,False,ok
v45_anytime_20ms,compas_processed,12381,22,0.005,0.29786043130603346,3564,2,0.022009874926880002,0.286,time,77,2236,621,0.07857281318148776,0.29786043130603346,0.29786,False,ok
v45_anytime_50ms,chudi,77,2,0.1,0.464935064935065,5,4,0.00028779194690287113,17.176,optimal,25,12,46,0.464935064935065,0.464935064935065,0.464935,True,ok
v45_anytime_50ms,chudi,77,2,0.05,0.25,0,5,0.00040666700806468725,0.001,optimal,53,25,46,0.25,0.25,0.25,True,ok
v45_anytime_50ms,chudi,77,2,0.02,0.1,0,5,0.0004437920870259404,0.001,optimal,59,27,46,0.1,0.1,0.1,True,ok
v45_anytime_50ms,chudi,77,2,0.01,0.05,0,5,0.0004760000156238675,0.001,optimal,65,30,46,0.05,0.05,0.05,True,ok
v45_anytime_50ms,chudi,77,2,0.005,0.025,0,5,0.00047220801934599876,0.001,optimal,65,30,46,0.025,0.025,0.025,True,ok
v45_anytime_50ms,monk_3,122,11,0.1,0.5213114754098361,27,3,6.079196464270353e-05,0.001,optimal,8,3,11,0.521311475409836,0.521311475409836,0.521311,True,ok
v45_anytime_50ms,monk_3,122,11,0.05,0.3713114754098361,27,3,9.099999442696571e-05,0.001,optimal,38,15,11,0.37131147540983606,0.37131147540983606,0.371311,True,ok
v45_anytime_50ms,monk_3,122,11,0.02,0.24295081967213114,15,6,0.00029574998188763857,0.001,optimal,140,91,11,0.24295081967213117,0.24295081967213117,0.2429508196721311,True,ok
v45_anytime_50ms,monk_3,122,11,0.01,0.15557377049180326,8,9,0.000745333032682538,0.002,optimal,391,283,11,0.15557377049180326,0.15557377049180326,0.1555737704918032,True,ok
v45_anytime_50ms,monk_3,122,11,0.005,0.09459016393442624,3,14,0.002000708016566932,0.003,optimal,1224,880,11,0.09459016393442624,0.09459016393442624,0.09459,True,ok
v45_anytime_50ms,monk_1,124,11,0.1,0.4661290322580645,33,2,4.779198206961155e-05,0.001,optimal,7,2,11,0.46612903225806446,0.46612903225806446,0.466129,True,ok
v45_anytime_50ms,monk_1,124,11,0.05,0.33870967741935487,11,5,0.00012029195204377174,0.001,optimal,44,24,11,0.3387096774193548,0.3387096774193548,0.3387096774193548,True,ok
v45_anytime_50ms,monk_1,124,11,0.02,0.16,0,8,0.0002514160005375743,0.001,optimal,100,47,11,0.16,0.16,0.16,True,ok
v45_anytime_50ms,monk_1,124,11,0.01,0.08,0,8,0.0002400000812485814,0.001,optimal,106,48,11,0.08,0.08,0.08,True,ok
v45_anytime_50ms,monk_1,124,11,0.005,0.04,0,8,0.00022112508304417133,0.001,optimal,106,48,11,0.04,0.04,0.04,True,ok
v45_anytime_50ms,iris,150,4,0.1,0.34,6,3,0.0001591250766068697,0.001,optimal,5,1,118,0.34,0.34,0.34,True,ok
v45_anytime_50ms,iris,150,4,0.05,0.19000000000000003,6,3,0.00019679206889122725,0.001,optimal,9,1,118,0.19,0.19,0.19,True,ok
v45_anytime_50ms,iris,150,4,0.02,0.1,6,3,0.004727834020741284,0.006,optimal,122,76,118,0.1,0.1,0.1,True,ok
v45_anytime_50ms,iris,150,4,0.01,0.06,3,4,0.00990291591733694,0.011,optimal,124,372,118,0.060000000000000005,0.060000000000000005,0.06,True,ok
v45_anytime_50ms,iris,150,4,0.005,0.03833333333333334,2,5,0.040059750084765255,0.041,optimal,522,2127,118,0.03833333333333333,0.03833333333333333,0.038333,True,ok
v45_anytime_50ms,monk_2,169,11,0.1,0.47869822485207103,64,1,4.604097921401262e-05,0.001,optimal,9,1,11,0.47869822485207103,0.47869822485207103,0.478698,True,ok
v45_anytime_50ms,monk_2,169,11,0.05,0.428698224852071,64,1,9.283400140702724e-05,0.001,optimal,39,14,11,0.428698224852071,0.428698224852071,0.428698,True,ok
v45_anytime_50ms,monk_2,169,11,0.02,0.35893491124260357,37,7,0.00106412498280406,0.002,optimal,564,445,11,0.35893491124260357,0.35893491124260357,0.3589349112426035,True,ok
v45_anytime_50ms,monk_2,169,11,0.01,0.2650887573964497,11,20,0.0036551249213516712,0.005,optimal,1875,1575,11,0.2650887573964497,0.2650887573964497,0.2650887573964497,True,ok
v45_anytime_50ms,monk_2,169,11,0.005,0.15275147928994084,3,27,0.006957000005058944,0.008,optimal,1859,3349,11,0.15275147928994082,0.15275147928994082,0.152751,True,ok
v45_anytime_50ms,tic-tac-toe,958,9,0.1,0.4465553235908142,332,1,6.266601849347353e-05,0.011,optimal,7,1,27,0.4465553235908142,0.4465553235908142,0.446555,True,ok
v45_anytime_50ms,tic-tac-toe,958,9,0.05,0.3965553235908142,332,1,0.00048741709906607866,0.012,optimal,69,38,27,0.39655532359081413,0.39655532359081413,0.396555,True,ok
v45_anytime_50ms,tic-tac-toe,958,9,0.02,0.3183298538622129,190,6,0.014991624979302287,0.026,optimal,747,6187,27,0.3183298538622129,0.3183298538622129,0.3183298538622129,True,ok
v45_anytime_50ms,tic-tac-toe,958,9,0.01,0.25427974947807935,52,20,0.05351541598793119,0.065,time,3126,26894,27,0.02,0.2542797494780793,0.2507515657620042,True,worse_than_known
v45_anytime_50ms,tic-tac-toe,958,9,0.005,0.15427974947807935,52,20,0.05233137495815754,0.064,time,4917,24295,27,0.01,0.15427974947807932,0.1542797494780793,True,ok
v45_anytime_50ms,gaussian_1k,1000,1,0.1,0.397,297,1,0.0003862919984385371,0.037,optimal,1,0,999,0.397,0.397,0.397,True,ok
v45_anytime_50ms,gaussian_1k,1000,1,0.05,0.275,125,3,0.0004681670106947422,0.037,optimal,5,0,999,0.275,0.275,0.275,True,ok
v45_anytime_50ms,gaussian_1k,1000,1,0.02,0.185,125,3,0.0005268749082461,0.036,optimal,5,0,999,0.18499999999999997,0.18499999999999997,0.185,True,ok
v45_anytime_50ms,gaussian_1k,1000,1,0.01,0.155,125,3,0.0005529159680008888,0.037,optimal,5,0,999,0.155,0.155,0.155,True,ok
v45_anytime_50ms,gaussian_1k,1000,1,0.005,0.14,125,3,0.000553417019546032,0.036,optimal,5,0,999,0.14,0.14,0.14,True,ok
v45_anytime_50ms,fico_1k,1000,23,0.1,0.491,291,2,0.021656374912708998,0.042,optimal,307,3141,1357,0.49100000000000005,0.49100000000000005,0.491,True,ok
v45_anytime_50ms,fico_1k,1000,23,0.05,0.391,291,2,0.05233950004912913,0.074,time,238,10956,1357,0.125,0.391,0.391,False,ok
v45_anytime_50ms,fico_1k,1000,23,0.02,0.33099999999999996,291,2,0.05225220893044025,0.074,time,47,6515,1357,0.065,0.33099999999999996,0.331,False,ok
v45_anytime_50ms,fico_1k,1000,23,0.01,0.311,291,2,0.0524702079128474,0.074,time,15,6543,1357,0.045,0.311,0.304,False,worse_than_known
v45_anytime_50ms,fico_1k,1000,23,0.005,0.301,291,2,0.05263666692189872,0.074,time,17,5833,1357,0.035,0.301,0.284,False,worse_than_known
v45_anytime_50ms,sine_1k,1000,1,0.1,0.595,495,1,0.00040808296762406826,0.038,optimal,1,0,999,0.595,0.595,0.595,True,ok
v45_anytime_50ms,sine_1k,1000,1,0.05,0.545,495,1,0.0004968750290572643,0.038,optimal,1,0,999,0.545,0.545,0.545,True,ok
v45_anytime_50ms,sine_1k,1000,1,0.02,0.494,454,2,0.0005557909607887268,0.037,optimal,3,0,999,0.494,0.494,0.494,True,ok
v45_anytime_50ms,sine_1k,1000,1,0.01,0.42900000000000005,169,26,0.0006707499269396067,0.038,optimal,51,0,999,0.42900000000000016,0.42900000000000016,0.429,True,ok
v45_anytime_50ms,sine_1k,1000,1,0.005,0.269,109,32,0.0006914580008015037,0.038,optimal,63,0,999,0.26900000000000013,0.26900000000000013,0.269,True,ok
v45_anytime_50ms,car_evaluation,1728,15,0.1,0.3997685185185186,518,1,4.958396311849356e-05,0.003,optimal,3,1,15,0.39976851851851847,0.39976851851851847,0.3997685185185186,True,ok
v45_anytime_50ms,car_evaluation,1728,15,0.05,0.29467592592592595,250,3,0.00015524995978921652,0.003,optimal,26,10,15,0.29467592592592595,0.29467592592592595,0.2946759259259259,True,ok
v45_anytime_50ms,car_evaluation,1728,15,0.02,0.20467592592592593,250,3,0.001170499948784709,0.004,optimal,561,382,15,0.20467592592592593,0.20467592592592593,0.2046759259259259,True,ok
v45_anytime_50ms,car_evaluation,1728,15,0.01,0.1452314814814815,130,7,0.00543379201553762,0.008,optimal,1485,1891,15,0.14523148148148152,0.14523148148148152,0.145231,True,ok
v45_anytime_50ms,car_evaluation,1728,15,0.005,0.1063425925925926,106,9,0.019161749980412424,0.022,optimal,4396,8770,15,0.1063425925925926,0.1063425925925926,0.1063425925925926,True,ok
v45_anytime_50ms,coupon_bar,1913,14,0.1,0.5119184526921067,788,1,3.258301876485348e-05,0.003,optimal,3,1,14,0.5119184526921067,0.5119184526921067,0.511918,True,ok
v45_anytime_50ms,coupon_bar,1913,14,0.05,0.4538944066910612,677,2,7.712503429502249e-05,0.003,optimal,28,15,14,0.4538944066910611,0.4538944066910611,0.453894,True,ok
v45_anytime_50ms,coupon_bar,1913,14,0.02,0.37155253528489285,596,3,0.00037299992982298136,0.003,optimal,193,119,14,0.3715525352848928,0.3715525352848928,0.3715525352848928,True,ok
v45_anytime_50ms,coupon_bar,1913,14,0.01,0.3410977522216414,576,4,0.0021534160478040576,0.005,optimal,974,792,14,0.3410977522216414,0.3410977522216414,0.3410977522216414,True,ok
v45_anytime_50ms,coupon_bar,1913,14,0.005,0.3186199686356508,533,8,0.012743541970849037,0.016,optimal,1351,7501,14,0.3186199686356508,0.3186199686356508,0.3186199686356508,True,ok
v45_anytime_50ms,compas_binned,6907,12,0.1,0.5610829593166353,2494,2,4.924996756017208e-05,0.007,optimal,3,1,12,0.5610829593166353,0.5610829593166353,0.5610829593166353,True,ok
v45_anytime_50ms,compas_binned,6907,12,0.05,0.46108295931663534,2494,2,4.349998198449612e-05,0.007,optimal,3,1,12,0.46108295931663523,0.46108295931663523,0.4610829593166353,True,ok
v45_anytime_50ms,compas_binned,6907,12,0.02,0.4010829593166353,2494,2,0.0001051250146701932,0.008,optimal,25,12,12,0.4010829593166353,0.4010829593166353,0.4010829593166353,True,ok
v45_anytime_50ms,compas_binned,6907,12,0.01,0.37486752569856663,2382,3,0.0003237080527469516,0.008,optimal,114,63,12,0.3748675256985667,0.3748675256985667,0.3748675256985666,True,ok
v45_anytime_50ms,compas_binned,6907,12,0.005,0.355968582597365,2286,5,0.000764083000831306,0.008,optimal,289,187,12,0.35596858259736497,0.35596858259736497,0.355968582597365,True,ok
v45_anytime_50ms,fico_binary,10459,17,0.1,0.5040443637058992,3180,2,6.845791358500719e-05,0.015,optimal,5,1,17,0.5040443637058992,0.5040443637058992,0.504044,True,ok
v45_anytime_50ms,fico_binary,10459,17,0.05,0.40404436370589925,3180,2,0.00014399993233382702,0.014,optimal,26,13,17,0.40404436370589925,0.40404436370589925,0.404044,True,ok
v45_anytime_50ms,fico_binary,10459,17,0.02,0.3440443637058992,3180,2,0.0008692080155014992,0.015,optimal,283,166,17,0.3440443637058992,0.3440443637058992,0.344044,True,ok
v45_anytime_50ms,fico_binary,10459,17,0.01,0.32404436370589923,3180,2,0.02477012504823506,0.039,optimal,1124,8317,17,0.32404436370589923,0.32404436370589923,0.324044,True,ok
v45_anytime_50ms,fico_binary,10459,17,0.005,0.308650922650349,3019,4,0.053022374981082976,0.068,time,5682,22114,17,0.2240740032507888,0.308650922650349,0.308650922650349,True,ok
v45_anytime_50ms,compas_processed,12381,22,0.1,0.411364187060819,3855,1,0.00043829099740833044,0.262,optimal,29,13,621,0.411364187060819,0.411364187060819,0.411364,True,ok
v45_anytime_50ms,compas_processed,12381,22,0.05,0.36136418706081896,3855,1,0.05075329099781811,0.303,time,335,10045,621,0.16857281318148776,0.36136418706081896,0.361364,True,ok
v45_anytime_50ms,compas_processed,12381,22,0.02,0.32786043130603343,3564,2,0.05158049997407943,0.327,time,139,9326,621,0.10857281318148776,0.32786043130603343,0.32786,False,ok
v45_anytime_50ms,compas_processed,12381,22,0.01,0.30786043130603347,3564,2,0.052315541077405214,0.328,time,77,7715,621,0.08857281318148777,0.30786043130603347,0.30786,False,ok
v45_anytime_50ms,compas_processed,12381,22,0.005,0.29786043130603346,3564,2,0.0522137499647215,0.326,time,145,6144,621,0.07857281318148776,0.29786043130603346,0.29786,False,ok
v45_anytime_100ms,chudi,77,2,0.1,0.464935064935065,5,4,0.0002827499993145466,17.334,optimal,25,12,46,0.464935064935065,0.464935064935065,0.464935,True,ok
v45_anytime_100ms,chudi,77,2,0.05,0.25,0,5,0.00040679099038243294,0.001,optimal,53,25,46,0.25,0.25,0.25,True,ok
v45_anytime_100ms,chudi,77,2,0.02,0.1,0,5,0.00044241698924452066,0.001,optimal,59,27,46,0.1,0.1,0.1,True,ok
v45_anytime_100ms,chudi,77,2,0.01,0.05,0,5,0.0004907500697299838,0.001,optimal,65,30,46,0.05,0.05,0.05,True,ok
v45_anytime_100ms,chudi,77,2,0.005,0.025,0,5,0.00046633300371468067,0.001,optimal,65,30,46,0.025,0.025,0.025,True,ok
v45_anytime_100ms,monk_3,122,11,0.1,0.5213114754098361,27,3,7.083301898092031e-05,0.001,optimal,8,3,11,0.521311475409836,0.521311475409836,0.521311,True,ok
v45_anytime_100ms,monk_3,122,11,0.05,0.3713114754098361,27,3,0.00010337494313716888,0.001,optimal,38,15,11,0.37131147540983606,0.37131147540983606,0.371311,True,ok
v45_anytime_100ms,monk_3,122,11,0.02,0.24295081967213114,15,6,0.0002959169214591384,0.001,optimal,140,91,11,0.24295081967213117,0.24295081967213117,0.2429508196721311,True,ok
v45_anytime_100ms,monk_3,122,11,0.01,0.15557377049180326,8,9,0.000711292028427124,0.002,optimal,391,283,11,0.15557377049180326,0.15557377049180326,0.1555737704918032,True,ok
v45_anytime_100ms,monk_3,122,11,0.005,0.09459016393442624,3,14,0.0020110419718548656,0.003,optimal,1224,880,11,0.09459016393442624,0.09459016393442624,0.09459,True,ok
v45_anytime_100ms,monk_1,124,11,0.1,0.4661290322580645,33,2,5.312508437782526e-05,0.001,optimal,7,2,11,0.46612903225806446,0.46612903225806446,0.466129,True,ok
v45_anytime_100ms,monk_1,124,11,0.05,0.33870967741935487,11,5,0.00012758292723447084,0.001,optimal,44,24,11,0.3387096774193548,0.3387096774193548,0.3387096774193548,True,ok
v45_anytime_100ms,monk_1,124,11,0.02,0.16,0,8,0.0002247499069198966,0.001,optimal,100,47,11,0.16,0.16,0.16,True,ok
v45_anytime_100ms,monk_1,124,11,0.01,0.08,0,8,0.00022175000049173832,0.001,optimal,106,48,11,0.08,0.08,0.08,True,ok
v45_anytime_100ms,monk_1,124,11,0.005,0.04,0,8,0.0002175000263378024,0.001,optimal,106,48,11,0.04,0.04,0.04,True,ok
v45_anytime_100ms,iris,150,4,0.1,0.34,6,3,0.00015662494115531445,0.001,optimal,5,1,118,0.34,0.34,0.34,True,ok
v45_anytime_100ms,iris,150,4,0.05,0.19000000000000003,6,3,0.0002007089788094163,0.001,optimal,9,1,118,0.19,0.19,0.19,True,ok
v45_anytime_100ms,iris,150,4,0.02,0.1,6,3,0.004805833101272583,0.006,optimal,122,76,118,0.1,0.1,0.1,True,ok
v45_anytime_100ms,iris,150,4,0.01,0.06,3,4,0.009709374979138374,0.011,optimal,129,378,118,0.060000000000000005,0.060000000000000005,0.06,True,ok
v45_anytime_100ms,iris,150,4,0.005,0.03833333333333334,2,5,0.040441874996759,0.042,optimal,522,2157,118,0.03833333333333333,0.03833333333333333,0.038333,True,ok
v45_anytime_100ms,monk_2,169,11,0.1,0.47869822485207103,64,1,4.329101648181677e-05,0.001,optimal,9,1,11,0.47869822485207103,0.47869822485207103,0.478698,True,ok
v45_anytime_100ms,monk_2,169,11,0.05,0.428698224852071,64,1,9.233306627720594e-05,0.001,optimal,39,14,11,0.428698224852071,0.428698224852071,0.428698,True,ok
v45_anytime_100ms,monk_2,169,11,0.02,0.35893491124260357,37,7,0.001069542020559311,0.002,optimal,564,445,11,0.35893491124260357,0.35893491124260357,0.3589349112426035,True,ok
v45_anytime_100ms,monk_2,169,11,0.01,0.2650887573964497,11,20,0.003566875006072223,0.005,optimal,1880,1587,11,0.2650887573964497,0.2650887573964497,0.2650887573964497,True,ok
v45_anytime_100ms,monk_2,169,11,0.005,0.15275147928994084,3,27,0.006177332950755954,0.007,optimal,1848,3064,11,0.15275147928994082,0.15275147928994082,0.152751,True,ok
v45_anytime_100ms,tic-tac-toe,958,9,0.1,0.4465553235908142,332,1,7.29589955881238e-05,0.011,optimal,7,1,27,0.4465553235908142,0.4465553235908142,0.446555,True,ok
v45_anytime_100ms,tic-tac-toe,958,9,0.05,0.3965553235908142,332,1,0.0004925830289721489,0.012,optimal,69,38,27,0.39655532359081413,0.39655532359081413,0.396555,True,ok
v45_anytime_100ms,tic-tac-toe,958,9,0.02,0.3183298538622129,190,6,0.015238041989505291,0.026,optimal,782,6218,27,0.3183298538622129,0.3183298538622129,0.3183298538622129,True,ok
v45_anytime_100ms,tic-tac-toe,958,9,0.01,0.2507515657620042,154,9,0.09636645903810859,0.108,optimal,3099,56425,27,0.2507515657620042,0.2507515657620042,0.2507515657620042,True,ok
v45_anytime_100ms,tic-tac-toe,958,9,0.005,0.15427974947807935,52,20,0.10457095794845372,0.116,time,6978,60092,27,0.01,0.15427974947807932,0.1542797494780793,True,ok
v45_anytime_100ms,gaussian_1k,1000,1,0.1,0.397,297,1,0.00038012489676475525,0.036,optimal,1,0,999,0.397,0.397,0.397,True,ok
v45_anytime_100ms,gaussian_1k,1000,1,0.05,0.275,125,3,0.0004570829914882779,0.035,optimal,5,0,999,0.275,0.275,0.275,True,ok
v45_anytime_100ms,gaussian_1k,1000,1,0.02,0.185,125,3,0.00048808404244482517,0.033,optimal,5,0,999,0.18499999999999997,0.18499999999999997,0.185,True,ok
v45_anytime_100ms,gaussian_1k,1000,1,0.01,0.155,125,3,0.0004994580522179604,0.033,optimal,5,0,999,0.155,0.155,0.155,True,ok
v45_anytime_100ms,gaussian_1k,1000,1,0.005,0.14,125,3,0.0005094169173389673,0.033,optimal,5,0,999,0.14,0.14,0.14,True,ok
v45_anytime_100ms,fico_1k,1000,23,0.1,0.491,291,2,0.032089333049952984,0.051,optimal,19,2796,1357,0.49100000000000005,0.49100000000000005,0.491,True,ok
v45_anytime_100ms,fico_1k,1000,23,0.05,0.391,291,2,0.1043289169901982,0.125,time,27,23014,1357,0.125,0.391,0.391,False,ok
v45_anytime_100ms,fico_1k,1000,23,0.02,0.33099999999999996,291,2,0.10461508296430111,0.126,time,45,15207,1357,0.065,0.33099999999999996,0.331,False,ok
v45_anytime_100ms,fico_1k,1000,23,0.01,0.311,291,2,0.10500674997456372,0.127,time,15,14869,1357,0.045,0.311,0.304,False,worse_than_known
v45_anytime_100ms,fico_1k,1000,23,0.005,0.29500000000000004,275,4,0.10459541704040021,0.126,time,701,10736,1357,0.035,0.295,0.284,False,worse_than_known
v45_anytime_100ms,sine_1k,1000,1,0.1,0.595,495,1,0.0004005410009995103,0.037,optimal,1,0,999,0.595,0.595,0.595,True,ok
v45_anytime_100ms,sine_1k,1000,1,0.05,0.545,495,1,0.000493708997964859,0.037,optimal,1,0,999,0.545,0.545,0.545,True,ok
v45_anytime_100ms,sine_1k,1000,1,0.02,0.494,454,2,0.0005651250248774886,0.036,optimal,3,0,999,0.494,0.494,0.494,True,ok
v45_anytime_100ms,sine_1k,1000,1,0.01,0.42900000000000005,169,26,0.0006861670408397913,0.037,optimal,51,0,999,0.42900000000000016,0.42900000000000016,0.429,True,ok
v45_anytime_100ms,sine_1k,1000,1,0.005,0.269,109,32,0.0007180829998105764,0.037,optimal,63,0,999,0.26900000000000013,0.26900000000000013,0.269,True,ok
v45_anytime_100ms,car_evaluation,1728,15,0.1,0.3997685185185186,518,1,5.316699389368296e-05,0.003,optimal,3,1,15,0.39976851851851847,0.39976851851851847,0.3997685185185186,True,ok
v45_anytime_100ms,car_evaluation,1728,15,0.05,0.29467592592592595,250,3,0.00015287497080862522,0.003,optimal,26,10,15,0.29467592592592595,0.29467592592592595,0.2946759259259259,True,ok
v45_anytime_100ms,car_evaluation,1728,15,0.02,0.20467592592592593,250,3,0.0011855409247800708,0.004,optimal,561,382,15,0.20467592592592593,0.20467592592592593,0.2046759259259259,True,ok
v45_anytime_100ms,car_evaluation,1728,15,0.01,0.1452314814814815,130,7,0.005539707955904305,0.008,optimal,1553,1868,15,0.14523148148148152,0.14523148148148152,0.145231,True,ok
v45_anytime_100ms,car_evaluation,1728,15,0.005,0.1063425925925926,106,9,0.017545499955303967,0.021,optimal,4349,8825,15,0.1063425925925926,0.1063425925925926,0.1063425925925926,True,ok
v45_anytime_100ms,coupon_bar,1913,14,0.1,0.5119184526921067,788,1,3.683299291878939e-05,0.003,optimal,3,1,14,0.5119184526921067,0.5119184526921067,0.511918,True,ok
v45_anytime_100ms,coupon_bar,1913,14,0.05,0.4538944066910612,677,2,7.850001566112041e-05,0.003,optimal,28,15,14,0.4538944066910611,0.4538944066910611,0.453894,True,ok
v45_anytime_100ms,coupon_bar,1913,14,0.02,0.37155253528489285,596,3,0.0003587080864235759,0.003,optimal,193,119,14,0.3715525352848928,0.3715525352848928,0.3715525352848928,True,ok
v45_anytime_100ms,coupon_bar,1913,14,0.01,0.3410977522216414,576,4,0.0020606659818440676,0.005,optimal,947,768,14,0.3410977522216414,0.3410977522216414,0.3410977522216414,True,ok
v45_anytime_100ms,coupon_bar,1913,14,0.005,0.3186199686356508,533,8,0.008071874966844916,0.011,optimal,1351,4490,14,0.3186199686356508,0.3186199686356508,0.3186199686356508,True,ok
v45_anytime_100ms,compas_binned,6907,12,0.1,0.5610829593166353,2494,2,4.3874955736100674e-05,0.008,optimal,3,1,12,0.5610829593166353,0.5610829593166353,0.5610829593166353,True,ok
v45_anytime_100ms,compas_binned,6907,12,0.05,0.46108295931663534,2494,2,4.533305764198303e-05,0.008,optimal,3,1,12,0.46108295931663523,0.46108295931663523,0.4610829593166353,True,ok
v45_anytime_100ms,compas_binned,6907,12,0.02,0.4010829593166353,2494,2,9.979191236197948e-05,0.007,optimal,25,12,12,0.4010829593166353,0.4010829593166353,0.4010829593166353,True,ok
v45_anytime_100ms,compas_binned,6907,12,0.01,0.37486752569856663,2382,3,0.0003056660061702132,0.007,optimal,114,63,12,0.3748675256985667,0.3748675256985667,0.3748675256985666,True,ok
v45_anytime_100ms,compas_binned,6907,12,0.005,0.355968582597365,2286,5,0.0007690000347793102,0.008,optimal,289,187,12,0.35596858259736497,0.35596858259736497,0.355968582597365,True,ok
v45_anytime_100ms,fico_binary,10459,17,0.1,0.5040443637058992,3180,2,6.162503268569708e-05,0.015,optimal,5,1,17,0.5040443637058992,0.5040443637058992,0.504044,True,ok
v45_anytime_100ms,fico_binary,10459,17,0.05,0.40404436370589925,3180,2,0.00015183398500084877,0.015,optimal,26,13,17,0.40404436370589925,0.40404436370589925,0.404044,True,ok
v45_anytime_100ms,fico_binary,10459,17,0.02,0.3440443637058992,3180,2,0.0008436659118160605,0.015,optimal,283,166,17,0.3440443637058992,0.3440443637058992,0.344044,True,ok
v45_anytime_100ms,fico_binary,10459,17,0.01,0.32404436370589923,3180,2,0.022647416917607188,0.037,optimal,1135,7893,17,0.32404436370589923,0.32404436370589923,0.324044,True,ok
v45_anytime_100ms,fico_binary,10459,17,0.005,0.308650922650349,3019,4,0.10545716690830886,0.12,time,6605,51069,17,0.2240740032507888,0.308650922650349,0.308650922650349,True,ok
v45_anytime_100ms,compas_processed,12381,22,0.1,0.411364187060819,3855,1,0.0004356249701231718,0.241,optimal,29,13,621,0.411364187060819,0.411364187060819,0.411364,True,ok
v45_anytime_100ms,compas_processed,12381,22,0.05,0.36136418706081896,3855,1,0.0682204170152545,0.307,optimal,17,12622,621,0.36136418706081896,0.36136418706081896,0.361364,True,ok
v45_anytime_100ms,compas_processed,12381,22,0.02,0.32786043130603343,3564,2,0.10556716693099588,0.371,time,41,14679,621,0.10857281318148776,0.32786043130603343,0.32786,False,ok
v45_anytime_100ms,compas_processed,12381,22,0.01,0.30786043130603347,3564,2,0.10471958306152374,0.371,time,77,16371,621,0.08857281318148777,0.30786043130603347,0.30786,False,ok
