model,dataset,n,p,lam,objective,errors,leaves,seconds,wall,status,size,iterations,binary_features,lb,ub,known_objective,known_certified,verdict
v21_python_overhead,sine_1k,1000.0,1.0,0.01,0.429,169.0,26.0,0.000660375051666,0.031,optimal,52.0,1.0,999.0,0.4290000000000001,0.4290000000000001,0.443,False,better_than_known
v21_python_overhead,sine_1k,1000.0,1.0,0.005,0.269,109.0,32.0,0.0007412499981001,0.031,optimal,67.0,1.0,999.0,0.2690000000000001,0.2690000000000001,0.4,False,better_than_known
v21_python_overhead,car_evaluation,1728.0,15.0,0.1,0.3997685185185186,518.0,1.0,3.024999750778079e-05,0.002,optimal,1.0,1.0,15.0,0.3997685185185184,0.3997685185185184,0.399769,True,ok
v21_python_overhead,car_evaluation,1728.0,15.0,0.05,0.2946759259259259,250.0,3.0,0.0001952080056071,0.002,optimal,15.0,8.0,15.0,0.2946759259259259,0.2946759259259259,0.294676,True,ok
v21_python_overhead,car_evaluation,1728.0,15.0,0.02,0.2046759259259259,250.0,3.0,0.00248270801967,0.005,optimal,135.0,69.0,15.0,0.2046759259259259,0.2046759259259259,0.204676,True,ok
v21_python_overhead,car_evaluation,1728.0,15.0,0.01,0.1452314814814815,130.0,7.0,0.0172569169662892,0.019,optimal,1107.0,846.0,15.0,0.1452314814814815,0.1452314814814815,0.145231,True,ok
v21_python_overhead,car_evaluation,1728.0,15.0,0.005,0.1063425925925926,106.0,9.0,0.0795620420249179,0.082,optimal,5690.0,5398.0,15.0,0.1063425925925926,0.1063425925925926,0.106343,True,ok
v21_python_overhead,coupon_bar,1913.0,14.0,0.1,0.5119184526921067,788.0,1.0,2.320797648280859e-05,0.002,optimal,1.0,1.0,14.0,0.5119184526921067,0.5119184526921067,0.511918,True,ok
v21_python_overhead,coupon_bar,1913.0,14.0,0.05,0.4538944066910612,677.0,2.0,0.0001802089973352,0.002,optimal,27.0,14.0,14.0,0.4538944066910611,0.4538944066910611,0.453894,True,ok
v21_python_overhead,coupon_bar,1913.0,14.0,0.02,0.3715525352848928,596.0,3.0,0.0016910000122152,0.004,optimal,178.0,120.0,14.0,0.3715525352848928,0.3715525352848928,0.371553,True,ok
v21_python_overhead,coupon_bar,1913.0,14.0,0.01,0.3410977522216414,576.0,4.0,0.008159999968484,0.01,optimal,951.0,775.0,14.0,0.3410977522216414,0.3410977522216414,0.341098,True,ok
v21_python_overhead,coupon_bar,1913.0,14.0,0.005,0.3186199686356508,533.0,8.0,0.039746374997776,0.042,optimal,3582.0,3989.0,14.0,0.3186199686356508,0.3186199686356508,0.31862,True,ok
v21_python_overhead,compas_binned,6907.0,12.0,0.1,0.5610829593166353,2494.0,2.0,3.479100996628404e-05,0.006,optimal,3.0,1.0,12.0,0.5610829593166353,0.5610829593166353,0.561083,True,ok
v21_python_overhead,compas_binned,6907.0,12.0,0.05,0.4610829593166353,2494.0,2.0,2.9707967769354585e-05,0.006,optimal,3.0,1.0,12.0,0.4610829593166352,0.4610829593166352,0.461083,True,ok
v21_python_overhead,compas_binned,6907.0,12.0,0.02,0.4010829593166353,2494.0,2.0,0.0001508749555796,0.006,optimal,21.0,11.0,12.0,0.4010829593166353,0.4010829593166353,0.401083,True,ok
v21_python_overhead,compas_binned,6907.0,12.0,0.01,0.3748675256985666,2382.0,3.0,0.0007626669830642,0.007,optimal,111.0,61.0,12.0,0.3748675256985667,0.3748675256985667,0.374868,True,ok
v21_python_overhead,compas_binned,6907.0,12.0,0.005,0.355968582597365,2286.0,5.0,0.002287957991939,0.008,optimal,296.0,199.0,12.0,0.3559685825973649,0.3559685825973649,0.355969,True,ok
v21_python_overhead,fico_binary,10459.0,17.0,0.1,0.5040443637058992,3180.0,2.0,3.691698657348752e-05,0.013,optimal,3.0,1.0,17.0,0.5040443637058992,0.5040443637058992,0.504044,True,ok
v21_python_overhead,fico_binary,10459.0,17.0,0.05,0.4040443637058992,3180.0,2.0,0.0002076249802485,0.015,optimal,23.0,12.0,17.0,0.4040443637058992,0.4040443637058992,0.404044,True,ok
v21_python_overhead,fico_binary,10459.0,17.0,0.02,0.3440443637058992,3180.0,2.0,0.0022594580077566,0.015,optimal,277.0,164.0,17.0,0.3440443637058992,0.3440443637058992,0.344044,True,ok
v21_python_overhead,fico_binary,10459.0,17.0,0.01,0.3240443637058992,3180.0,2.0,0.0678622919949702,0.082,optimal,5763.0,4414.0,17.0,0.3240443637058992,0.3240443637058992,0.324044,True,ok
v21_python_overhead,fico_binary,10459.0,17.0,0.005,0.308650922650349,3019.0,4.0,1.0132447499781847,1.035,optimal,51584.0,58714.0,17.0,0.308650922650349,0.308650922650349,0.308651,True,ok
v21_python_overhead,compas_processed,12381.0,22.0,0.1,0.411364187060819,3855.0,1.0,0.0005512079806067,0.232,optimal,23.0,12.0,621.0,0.411364187060819,0.411364187060819,0.411364,True,ok
v21_python_overhead,compas_processed,12381.0,22.0,0.05,0.3613641870608189,3855.0,1.0,0.4806011670152657,0.704,optimal,18815.0,12012.0,621.0,0.3613641870608189,0.3613641870608189,0.361364,True,ok
v21_python_overhead,compas_processed,12381.0,22.0,0.02,0.3278604313060334,3564.0,2.0,30.0,30.396,time,745786.0,562176.0,621.0,0.1085728131814877,0.3278604313060334,0.32786,False,ok
v21_python_overhead,compas_processed,12381.0,22.0,0.01,0.3078604313060334,3564.0,2.0,30.0,30.338,time,504289.0,423296.0,621.0,0.0885728131814877,0.3078604313060334,0.30786,False,ok
v21_python_overhead,compas_processed,12381.0,22.0,0.005,0.2978604313060334,3564.0,2.0,30.0,30.307,time,413220.0,348864.0,621.0,0.0785728131814877,0.2978604313060334,0.29786,False,ok
v22_kernel_side_masks,chudi,77.0,2.0,0.1,0.464935064935065,5.0,4.0,0.0003051250241696,2.942,optimal,19.0,9.0,46.0,0.464935064935065,0.464935064935065,0.464935,True,ok
v22_kernel_side_masks,chudi,77.0,2.0,0.05,0.25,0.0,5.0,0.0005490829935297,0.001,optimal,54.0,23.0,46.0,0.25,0.25,0.25,True,ok
v22_kernel_side_masks,chudi,77.0,2.0,0.02,0.1,0.0,5.0,0.0005702089983969,0.001,optimal,62.0,25.0,46.0,0.1,0.1,0.1,True,ok
v22_kernel_side_masks,chudi,77.0,2.0,0.01,0.05,0.0,5.0,0.0006104999920353,0.001,optimal,68.0,28.0,46.0,0.05,0.05,0.05,True,ok
v22_kernel_side_masks,chudi,77.0,2.0,0.005,0.025,0.0,5.0,0.0006019580177962,0.001,optimal,68.0,28.0,46.0,0.025,0.025,0.025,True,ok
v22_kernel_side_masks,monk_3,122.0,11.0,0.1,0.5213114754098361,27.0,3.0,7.01249809935689e-05,0.001,optimal,5.0,1.0,11.0,0.521311475409836,0.521311475409836,0.521311,True,ok
v22_kernel_side_masks,monk_3,122.0,11.0,0.05,0.3713114754098361,27.0,3.0,0.0001037080073729,0.001,optimal,6.0,2.0,11.0,0.3713114754098361,0.3713114754098361,0.371311,True,ok
v22_kernel_side_masks,monk_3,122.0,11.0,0.02,0.2429508196721311,15.0,6.0,0.0006711659952998,0.001,optimal,79.0,49.0,11.0,0.2429508196721311,0.2429508196721311,0.242951,True,ok
v22_kernel_side_masks,monk_3,122.0,11.0,0.01,0.1555737704918032,8.0,9.0,0.0022857500007376,0.003,optimal,306.0,185.0,11.0,0.1555737704918032,0.1555737704918032,0.155574,True,ok
v22_kernel_side_masks,monk_3,122.0,11.0,0.005,0.0945901639344262,3.0,14.0,0.0067640829947777,0.008,optimal,937.0,638.0,11.0,0.0945901639344262,0.0945901639344262,0.09459,True,ok
v22_kernel_side_masks,monk_1,124.0,11.0,0.1,0.4661290322580645,33.0,2.0,6.158294854685664e-05,0.001,optimal,3.0,1.0,11.0,0.4661290322580644,0.4661290322580644,0.466129,True,ok
v22_kernel_side_masks,monk_1,124.0,11.0,0.05,0.3387096774193548,11.0,5.0,7.679202826693654e-05,0.001,optimal,3.0,2.0,11.0,0.3387096774193548,0.3387096774193548,0.33871,True,ok
v22_kernel_side_masks,monk_1,124.0,11.0,0.02,0.16,0.0,8.0,0.0004297089762985,0.001,optimal,66.0,25.0,11.0,0.16,0.16,0.16,True,ok
v22_kernel_side_masks,monk_1,124.0,11.0,0.01,0.08,0.0,8.0,0.0003916669520549,0.001,optimal,69.0,29.0,11.0,0.08,0.08,0.08,True,ok
v22_kernel_side_masks,monk_1,124.0,11.0,0.005,0.04,0.0,8.0,0.0003763749846257,0.001,optimal,81.0,36.0,11.0,0.04,0.04,0.04,True,ok
v22_kernel_side_masks,iris,150.0,4.0,0.1,0.34,6.0,3.0,0.0001327089848928,0.001,optimal,5.0,1.0,118.0,0.3399999999999999,0.3399999999999999,0.34,True,ok
v22_kernel_side_masks,iris,150.0,4.0,0.05,0.19,6.0,3.0,0.0001749169896356,0.001,optimal,5.0,1.0,118.0,0.19,0.19,0.19,True,ok
v22_kernel_side_masks,iris,150.0,4.0,0.02,0.1,6.0,3.0,0.0049853330128826,0.006,optimal,120.0,72.0,118.0,0.1,0.1,0.1,True,ok
v22_kernel_side_masks,iris,150.0,4.0,0.01,0.06,3.0,4.0,0.024453165999148,0.025,optimal,500.0,343.0,118.0,0.06,0.06,0.06,True,ok
v22_kernel_side_masks,iris,150.0,4.0,0.005,0.0383333333333333,2.0,5.0,0.1905277909827418,0.192,optimal,3223.0,2856.0,118.0,0.0383333333333333,0.0383333333333333,0.038333,True,ok
v22_kernel_side_masks,monk_2,169.0,11.0,0.1,0.478698224852071,64.0,1.0,6.591703277081251e-05,0.001,optimal,1.0,1.0,11.0,0.478698224852071,0.478698224852071,0.478698,True,ok
v22_kernel_side_masks,monk_2,169.0,11.0,0.05,0.428698224852071,64.0,1.0,0.000148416031152,0.001,optimal,23.0,13.0,11.0,0.428698224852071,0.428698224852071,0.428698,True,ok
v22_kernel_side_masks,monk_2,169.0,11.0,0.02,0.3589349112426035,37.0,7.0,0.0028090830310247,0.004,optimal,314.0,267.0,11.0,0.3589349112426035,0.3589349112426035,0.358935,True,ok
v22_kernel_side_masks,monk_2,169.0,11.0,0.01,0.2650887573964497,11.0,20.0,0.0098446250194683,0.011,optimal,1264.0,990.0,11.0,0.2650887573964497,0.2650887573964497,0.265089,True,ok
v22_kernel_side_masks,monk_2,169.0,11.0,0.005,0.1527514792899408,3.0,27.0,0.0150294170016422,0.016,optimal,2139.0,1468.0,11.0,0.1527514792899408,0.1527514792899408,0.152751,True,ok
v22_kernel_side_masks,tic-tac-toe,958.0,9.0,0.1,0.4465553235908142,332.0,1.0,3.791600465774536e-05,0.01,optimal,1.0,1.0,27.0,0.4465553235908142,0.4465553235908142,0.446555,True,ok
v22_kernel_side_masks,tic-tac-toe,958.0,9.0,0.05,0.3965553235908142,332.0,1.0,0.0005684579955413,0.01,optimal,55.0,37.0,27.0,0.3965553235908141,0.3965553235908141,0.396555,True,ok
v22_kernel_side_masks,tic-tac-toe,958.0,9.0,0.02,0.3183298538622129,190.0,6.0,0.0438278330257162,0.054,optimal,5045.0,3441.0,27.0,0.3183298538622129,0.3183298538622129,0.31833,True,ok
v22_kernel_side_masks,tic-tac-toe,958.0,9.0,0.01,0.2507515657620042,154.0,9.0,0.6679269159794785,0.681,optimal,71074.0,51668.0,27.0,0.2507515657620042,0.2507515657620042,0.250752,True,ok
v22_kernel_side_masks,tic-tac-toe,958.0,9.0,0.005,0.1542797494780793,52.0,20.0,0.8756877920241095,0.89,optimal,103968.0,74781.0,27.0,0.1542797494780793,0.1542797494780793,0.15428,True,ok
v22_kernel_side_masks,gaussian_1k,1000.0,1.0,0.1,0.397,297.0,1.0,0.0004193339846096,0.033,optimal,1.0,1.0,999.0,0.397,0.397,0.397,True,ok
v22_kernel_side_masks,gaussian_1k,1000.0,1.0,0.05,0.275,125.0,3.0,0.0005048749735578,0.032,optimal,5.0,1.0,999.0,0.275,0.275,0.275,True,ok
v22_kernel_side_masks,gaussian_1k,1000.0,1.0,0.02,0.185,125.0,3.0,0.0005340829957276,0.033,optimal,5.0,1.0,999.0,0.1849999999999999,0.1849999999999999,0.185,True,ok
v22_kernel_side_masks,gaussian_1k,1000.0,1.0,0.01,0.155,125.0,3.0,0.0005526670138351,0.032,optimal,5.0,1.0,999.0,0.155,0.155,0.155,True,ok
v22_kernel_side_masks,gaussian_1k,1000.0,1.0,0.005,0.14,125.0,3.0,0.0005629580118693,0.032,optimal,5.0,1.0,999.0,0.14,0.14,0.14,True,ok
v22_kernel_side_masks,fico_1k,1000.0,23.0,0.1,0.491,291.0,2.0,0.0867817500256933,0.104,optimal,4206.0,2608.0,1357.0,0.491,0.491,0.491,True,ok
v22_kernel_side_masks,fico_1k,1000.0,23.0,0.05,0.391,291.0,2.0,30.0,30.061,time,840670.0,713152.0,1357.0,0.125,0.391,0.391,False,ok
v22_kernel_side_masks,fico_1k,1000.0,23.0,0.02,0.3309999999999999,291.0,2.0,30.0,30.047,time,288412.0,257920.0,1357.0,0.065,0.3309999999999999,0.331,False,ok
v22_kernel_side_masks,fico_1k,1000.0,23.0,0.01,0.311,291.0,2.0,30.0,30.057,time,284921.0,276032.0,1357.0,0.045,0.311,0.304,False,worse_than_known
v22_kernel_side_masks,fico_1k,1000.0,23.0,0.005,0.301,291.0,2.0,30.0,30.035,time,241421.0,225472.0,1357.0,0.035,0.301,0.284,False,worse_than_known
v22_kernel_side_masks,sine_1k,1000.0,1.0,0.1,0.595,495.0,1.0,0.0003922079922631,0.032,optimal,1.0,1.0,999.0,0.595,0.595,0.595,True,ok
v22_kernel_side_masks,sine_1k,1000.0,1.0,0.05,0.545,495.0,1.0,0.0004615840152837,0.031,optimal,1.0,1.0,999.0,0.545,0.545,0.545,False,ok
v22_kernel_side_masks,sine_1k,1000.0,1.0,0.02,0.494,454.0,2.0,0.0005808749701827,0.031,optimal,3.0,1.0,999.0,0.494,0.494,0.494,False,ok
v22_kernel_side_masks,sine_1k,1000.0,1.0,0.01,0.429,169.0,26.0,0.0006618329789489,0.032,optimal,52.0,1.0,999.0,0.4290000000000001,0.4290000000000001,0.443,False,better_than_known
v22_kernel_side_masks,sine_1k,1000.0,1.0,0.005,0.269,109.0,32.0,0.0007187920273281,0.032,optimal,67.0,1.0,999.0,0.2690000000000001,0.2690000000000001,0.4,False,better_than_known
v22_kernel_side_masks,car_evaluation,1728.0,15.0,0.1,0.3997685185185186,518.0,1.0,2.924998989328742e-05,0.003,optimal,1.0,1.0,15.0,0.3997685185185184,0.3997685185185184,0.399769,True,ok
v22_kernel_side_masks,car_evaluation,1728.0,15.0,0.05,0.2946759259259259,250.0,3.0,0.0001984999980777,0.003,optimal,15.0,8.0,15.0,0.2946759259259259,0.2946759259259259,0.294676,True,ok
v22_kernel_side_masks,car_evaluation,1728.0,15.0,0.02,0.2046759259259259,250.0,3.0,0.0025618340005166,0.005,optimal,135.0,69.0,15.0,0.2046759259259259,0.2046759259259259,0.204676,True,ok
v22_kernel_side_masks,car_evaluation,1728.0,15.0,0.01,0.1452314814814815,130.0,7.0,0.017266999988351,0.02,optimal,1107.0,846.0,15.0,0.1452314814814815,0.1452314814814815,0.145231,True,ok
v22_kernel_side_masks,car_evaluation,1728.0,15.0,0.005,0.1063425925925926,106.0,9.0,0.0765982079901732,0.079,optimal,5690.0,5398.0,15.0,0.1063425925925926,0.1063425925925926,0.106343,True,ok
v22_kernel_side_masks,coupon_bar,1913.0,14.0,0.1,0.5119184526921067,788.0,1.0,2.7375004719942808e-05,0.003,optimal,1.0,1.0,14.0,0.5119184526921067,0.5119184526921067,0.511918,True,ok
v22_kernel_side_masks,coupon_bar,1913.0,14.0,0.05,0.4538944066910612,677.0,2.0,0.0001767079811543,0.003,optimal,27.0,14.0,14.0,0.4538944066910611,0.4538944066910611,0.453894,True,ok
v22_kernel_side_masks,coupon_bar,1913.0,14.0,0.02,0.3715525352848928,596.0,3.0,0.0016807080246508,0.004,optimal,178.0,120.0,14.0,0.3715525352848928,0.3715525352848928,0.371553,True,ok
v22_kernel_side_masks,coupon_bar,1913.0,14.0,0.01,0.3410977522216414,576.0,4.0,0.0071090420242398,0.009,optimal,951.0,775.0,14.0,0.3410977522216414,0.3410977522216414,0.341098,True,ok
v22_kernel_side_masks,coupon_bar,1913.0,14.0,0.005,0.3186199686356508,533.0,8.0,0.0360196660039946,0.039,optimal,3582.0,3989.0,14.0,0.3186199686356508,0.3186199686356508,0.31862,True,ok
v22_kernel_side_masks,compas_binned,6907.0,12.0,0.1,0.5610829593166353,2494.0,2.0,3.1875038985162973e-05,0.006,optimal,3.0,1.0,12.0,0.5610829593166353,0.5610829593166353,0.561083,True,ok
v22_kernel_side_masks,compas_binned,6907.0,12.0,0.05,0.4610829593166353,2494.0,2.0,3.15000070258975e-05,0.006,optimal,3.0,1.0,12.0,0.4610829593166352,0.4610829593166352,0.461083,True,ok
v22_kernel_side_masks,compas_binned,6907.0,12.0,0.02,0.4010829593166353,2494.0,2.0,0.0001445000525563,0.006,optimal,21.0,11.0,12.0,0.4010829593166353,0.4010829593166353,0.401083,True,ok
v22_kernel_side_masks,compas_binned,6907.0,12.0,0.01,0.3748675256985666,2382.0,3.0,0.0007225419976748,0.007,optimal,111.0,61.0,12.0,0.3748675256985667,0.3748675256985667,0.374868,True,ok
v22_kernel_side_masks,compas_binned,6907.0,12.0,0.005,0.355968582597365,2286.0,5.0,0.0021172920241951,0.008,optimal,296.0,199.0,12.0,0.3559685825973649,0.3559685825973649,0.355969,True,ok
v22_kernel_side_masks,fico_binary,10459.0,17.0,0.1,0.5040443637058992,3180.0,2.0,4.558399086818099e-05,0.012,optimal,3.0,1.0,17.0,0.5040443637058992,0.5040443637058992,0.504044,True,ok
v22_kernel_side_masks,fico_binary,10459.0,17.0,0.05,0.4040443637058992,3180.0,2.0,0.0001753329997882,0.012,optimal,23.0,12.0,17.0,0.4040443637058992,0.4040443637058992,0.404044,True,ok
v22_kernel_side_masks,fico_binary,10459.0,17.0,0.02,0.3440443637058992,3180.0,2.0,0.002043665968813,0.014,optimal,277.0,164.0,17.0,0.3440443637058992,0.3440443637058992,0.344044,True,ok
v22_kernel_side_masks,fico_binary,10459.0,17.0,0.01,0.3240443637058992,3180.0,2.0,0.0862554169725626,0.099,optimal,5763.0,4414.0,17.0,0.3240443637058992,0.3240443637058992,0.324044,True,ok
v22_kernel_side_masks,fico_binary,10459.0,17.0,0.005,0.308650922650349,3019.0,4.0,0.977149249985814,0.998,optimal,51584.0,58714.0,17.0,0.308650922650349,0.308650922650349,0.308651,True,ok
v22_kernel_side_masks,compas_processed,12381.0,22.0,0.1,0.411364187060819,3855.0,1.0,0.0006179580232128,0.25,optimal,23.0,12.0,621.0,0.411364187060819,0.411364187060819,0.411364,True,ok
v22_kernel_side_masks,compas_processed,12381.0,22.0,0.05,0.3613641870608189,3855.0,1.0,0.4605231250170618,0.692,optimal,18815.0,12012.0,621.0,0.3613641870608189,0.3613641870608189,0.361364,True,ok
v22_kernel_side_masks,compas_processed,12381.0,22.0,0.02,0.3278604313060334,3564.0,2.0,30.0,30.411,time,794470.0,595008.0,621.0,0.1085728131814877,0.3278604313060334,0.32786,False,ok
v22_kernel_side_masks,compas_processed,12381.0,22.0,0.01,0.3078604313060334,3564.0,2.0,30.0,30.356,time,508999.0,427136.0,621.0,0.0885728131814877,0.3078604313060334,0.30786,False,ok
v22_kernel_side_masks,compas_processed,12381.0,22.0,0.005,0.2978604313060334,3564.0,2.0,30.0,30.303,time,422343.0,357184.0,621.0,0.0785728131814877,0.2978604313060334,0.29786,False,ok
v23_word_compaction,chudi,77.0,2.0,0.1,0.464935064935065,5.0,4.0,0.0003127499949187,3.087,optimal,19.0,9.0,46.0,0.464935064935065,0.464935064935065,0.464935,True,ok
v23_word_compaction,chudi,77.0,2.0,0.05,0.25,0.0,5.0,0.0005811249720863,0.001,optimal,54.0,23.0,46.0,0.25,0.25,0.25,True,ok
v23_word_compaction,chudi,77.0,2.0,0.02,0.1,0.0,5.0,0.0006150410044938,0.001,optimal,62.0,25.0,46.0,0.1,0.1,0.1,True,ok
v23_word_compaction,chudi,77.0,2.0,0.01,0.05,0.0,5.0,0.0006387080065906,0.001,optimal,68.0,28.0,46.0,0.05,0.05,0.05,True,ok
v23_word_compaction,chudi,77.0,2.0,0.005,0.025,0.0,5.0,0.0006393340299837,0.001,optimal,68.0,28.0,46.0,0.025,0.025,0.025,True,ok
v23_word_compaction,monk_3,122.0,11.0,0.1,0.5213114754098361,27.0,3.0,8.366600377485156e-05,0.001,optimal,5.0,1.0,11.0,0.521311475409836,0.521311475409836,0.521311,True,ok
v23_word_compaction,monk_3,122.0,11.0,0.05,0.3713114754098361,27.0,3.0,0.0001112909521907,0.001,optimal,6.0,2.0,11.0,0.3713114754098361,0.3713114754098361,0.371311,True,ok
v23_word_compaction,monk_3,122.0,11.0,0.02,0.2429508196721311,15.0,6.0,0.0007079160423018,0.001,optimal,79.0,49.0,11.0,0.2429508196721311,0.2429508196721311,0.242951,True,ok
v23_word_compaction,monk_3,122.0,11.0,0.01,0.1555737704918032,8.0,9.0,0.0024342500255443,0.003,optimal,306.0,185.0,11.0,0.1555737704918032,0.1555737704918032,0.155574,True,ok
v23_word_compaction,monk_3,122.0,11.0,0.005,0.0945901639344262,3.0,14.0,0.0069949160097166,0.008,optimal,937.0,638.0,11.0,0.0945901639344262,0.0945901639344262,0.09459,True,ok
v23_word_compaction,monk_1,124.0,11.0,0.1,0.4661290322580645,33.0,2.0,5.400000372901559e-05,0.001,optimal,3.0,1.0,11.0,0.4661290322580644,0.4661290322580644,0.466129,True,ok
v23_word_compaction,monk_1,124.0,11.0,0.05,0.3387096774193548,11.0,5.0,7.520901272073388e-05,0.001,optimal,3.0,2.0,11.0,0.3387096774193548,0.3387096774193548,0.33871,True,ok
v23_word_compaction,monk_1,124.0,11.0,0.02,0.16,0.0,8.0,0.0004445000085979,0.001,optimal,66.0,25.0,11.0,0.16,0.16,0.16,True,ok
v23_word_compaction,monk_1,124.0,11.0,0.01,0.08,0.0,8.0,0.0004029999836347,0.001,optimal,69.0,29.0,11.0,0.08,0.08,0.08,True,ok
v23_word_compaction,monk_1,124.0,11.0,0.005,0.04,0.0,8.0,0.0004039170453324,0.001,optimal,81.0,36.0,11.0,0.04,0.04,0.04,True,ok
v23_word_compaction,iris,150.0,4.0,0.1,0.34,6.0,3.0,0.0001380419707857,0.001,optimal,5.0,1.0,118.0,0.3399999999999999,0.3399999999999999,0.34,True,ok
v23_word_compaction,iris,150.0,4.0,0.05,0.19,6.0,3.0,0.0001592499902471,0.001,optimal,5.0,1.0,118.0,0.19,0.19,0.19,True,ok
v23_word_compaction,iris,150.0,4.0,0.02,0.1,6.0,3.0,0.0052007909980602,0.006,optimal,120.0,72.0,118.0,0.1,0.1,0.1,True,ok
v23_word_compaction,iris,150.0,4.0,0.01,0.06,3.0,4.0,0.0259674999979324,0.027,optimal,500.0,343.0,118.0,0.06,0.06,0.06,True,ok
v23_word_compaction,iris,150.0,4.0,0.005,0.0383333333333333,2.0,5.0,0.1896915000397712,0.191,optimal,3223.0,2856.0,118.0,0.0383333333333333,0.0383333333333333,0.038333,True,ok
v23_word_compaction,monk_2,169.0,11.0,0.1,0.478698224852071,64.0,1.0,6.416701944544911e-05,0.001,optimal,1.0,1.0,11.0,0.478698224852071,0.478698224852071,0.478698,True,ok
v23_word_compaction,monk_2,169.0,11.0,0.05,0.428698224852071,64.0,1.0,0.0001392500125803,0.001,optimal,23.0,13.0,11.0,0.428698224852071,0.428698224852071,0.428698,True,ok
v23_word_compaction,monk_2,169.0,11.0,0.02,0.3589349112426035,37.0,7.0,0.002717625000514,0.004,optimal,314.0,267.0,11.0,0.3589349112426035,0.3589349112426035,0.358935,True,ok
v23_word_compaction,monk_2,169.0,11.0,0.01,0.2650887573964497,11.0,20.0,0.0099054170423187,0.011,optimal,1264.0,990.0,11.0,0.2650887573964497,0.2650887573964497,0.265089,True,ok
v23_word_compaction,monk_2,169.0,11.0,0.005,0.1527514792899408,3.0,27.0,0.0152177920099347,0.016,optimal,2139.0,1468.0,11.0,0.1527514792899408,0.1527514792899408,0.152751,True,ok
v23_word_compaction,tic-tac-toe,958.0,9.0,0.1,0.4465553235908142,332.0,1.0,3.670796286314726e-05,0.01,optimal,1.0,1.0,27.0,0.4465553235908142,0.4465553235908142,0.446555,True,ok
v23_word_compaction,tic-tac-toe,958.0,9.0,0.05,0.3965553235908142,332.0,1.0,0.0005592079833149,0.01,optimal,55.0,37.0,27.0,0.3965553235908141,0.3965553235908141,0.396555,True,ok
v23_word_compaction,tic-tac-toe,958.0,9.0,0.02,0.3183298538622129,190.0,6.0,0.0440041660331189,0.054,optimal,5045.0,3441.0,27.0,0.3183298538622129,0.3183298538622129,0.31833,True,ok
v23_word_compaction,tic-tac-toe,958.0,9.0,0.01,0.2507515657620042,154.0,9.0,0.6951575409621,0.708,optimal,71074.0,51668.0,27.0,0.2507515657620042,0.2507515657620042,0.250752,True,ok
v23_word_compaction,tic-tac-toe,958.0,9.0,0.005,0.1542797494780793,52.0,20.0,0.8936316249892116,0.908,optimal,103968.0,74781.0,27.0,0.1542797494780793,0.1542797494780793,0.15428,True,ok
v23_word_compaction,gaussian_1k,1000.0,1.0,0.1,0.397,297.0,1.0,0.0003983749775215,0.033,optimal,1.0,1.0,999.0,0.397,0.397,0.397,True,ok
v23_word_compaction,gaussian_1k,1000.0,1.0,0.05,0.275,125.0,3.0,0.0005112910293973,0.033,optimal,5.0,1.0,999.0,0.275,0.275,0.275,True,ok
v23_word_compaction,gaussian_1k,1000.0,1.0,0.02,0.185,125.0,3.0,0.0005250410176813,0.032,optimal,5.0,1.0,999.0,0.1849999999999999,0.1849999999999999,0.185,True,ok
v23_word_compaction,gaussian_1k,1000.0,1.0,0.01,0.155,125.0,3.0,0.0005585839971899,0.032,optimal,5.0,1.0,999.0,0.155,0.155,0.155,True,ok
v23_word_compaction,gaussian_1k,1000.0,1.0,0.005,0.14,125.0,3.0,0.0005797079647891,0.033,optimal,5.0,1.0,999.0,0.14,0.14,0.14,True,ok
v23_word_compaction,fico_1k,1000.0,23.0,0.1,0.491,291.0,2.0,0.0874996250495314,0.106,optimal,4206.0,2608.0,1357.0,0.491,0.491,0.491,True,ok
v23_word_compaction,fico_1k,1000.0,23.0,0.05,0.391,291.0,2.0,30.0,30.068,time,837400.0,710272.0,1357.0,0.125,0.391,0.391,False,ok
v23_word_compaction,fico_1k,1000.0,23.0,0.02,0.3309999999999999,291.0,2.0,30.0,30.067,time,284947.0,254528.0,1357.0,0.065,0.3309999999999999,0.331,False,ok
v23_word_compaction,fico_1k,1000.0,23.0,0.01,0.311,291.0,2.0,30.0,30.035,time,269245.0,260416.0,1357.0,0.045,0.311,0.304,False,worse_than_known
v23_word_compaction,fico_1k,1000.0,23.0,0.005,0.301,291.0,2.0,30.0,30.037,time,242680.0,226560.0,1357.0,0.035,0.301,0.284,False,worse_than_known
v23_word_compaction,sine_1k,1000.0,1.0,0.1,0.595,495.0,1.0,0.0004014170262962,0.032,optimal,1.0,1.0,999.0,0.595,0.595,0.595,True,ok
v23_word_compaction,sine_1k,1000.0,1.0,0.05,0.545,495.0,1.0,0.0004955829936079,0.032,optimal,1.0,1.0,999.0,0.545,0.545,0.545,False,ok
v23_word_compaction,sine_1k,1000.0,1.0,0.02,0.494,454.0,2.0,0.0005853750044479,0.033,optimal,3.0,1.0,999.0,0.494,0.494,0.494,False,ok
v23_word_compaction,sine_1k,1000.0,1.0,0.01,0.429,169.0,26.0,0.0006797920214012,0.032,optimal,52.0,1.0,999.0,0.4290000000000001,0.4290000000000001,0.443,False,better_than_known
v23_word_compaction,sine_1k,1000.0,1.0,0.005,0.269,109.0,32.0,0.0007277089753188,0.032,optimal,67.0,1.0,999.0,0.2690000000000001,0.2690000000000001,0.4,False,better_than_known
